Ingested app: 'Weight Watchers Mobile' (row 1288) in  0.0481 seconds
Ingested app: 'Extreme Motorbike Jump 3D' (row 9538) in  0.0441 seconds
Ingested app: 'Financial Calculator Pro EF' (row 9303) in  0.048 seconds
Ingested app: 'Calorie Counter & Diet Tracker' (row 1402) in  0.044 seconds
Ingested app: 'Gun AK 47' (row 5300) in  0.048 seconds
Ingested app: 'AW - Le News di AndroidWorld' (row 5779) in  0.0441 seconds
Ingested app: 'Should I Answer?' (row 438) in  0.0452 seconds
Ingested app: 'Egg Baby' (row 9438) in  0.0413 seconds
Ingested app: 'Chase Mobile' (row 1173) in  0.0453 seconds
Ingested app: 'Video Maker with Photo and Music' (row 9524) in  0.0453 seconds
Ingested app: 'Florida Driver License Test' (row 10595) in  0.0462 seconds
Ingested app: 'Familial Hypercholesterolaemia' (row 10399) in  0.0421 seconds
Ingested app: 'Adobe Premiere Clip' (row 4992) in  0.0449 seconds
Ingested app: 'Supermarket Cashier Kids Games' (row 7640) in  0.0449 seconds
Ingested app: 'DT Simple Interval Timer' (row 8867) in  0.0449 seconds
Ingested app: 'European War 5:Empire' (row 10011) in  0.2359 seconds
Ingested app: 'Google Play Books' (row 152) in  0.2438 seconds
Ingested app: 'Q Link Wireless Zone' (row 4505) in  0.2359 seconds
Ingested app: 'DN Sync' (row 8586) in  0.2518 seconds
Ingested app: 'Coloring Book at Five Nights' (row 5628) in  0.2478 seconds
Ingested app: 'Star Girl - Fashion, Makeup & Dress Up' (row 6075) in  0.2887 seconds
Ingested app: 'Dr. Gomoku' (row 8776) in  0.0441 seconds
Ingested app: 'Instant DP Downloader for Instagram' (row 8704) in  0.044 seconds
Ingested app: 'Alt-C' (row 4008) in  0.048 seconds
Ingested app: 'AP Physics 1 Prep: Practice Tests and Flashcards' (row 5477) in  0.0494 seconds
Ingested app: 'CI Time' (row 7387) in  0.0484 seconds
Ingested app: 'Zillow: Find Houses for Sale & Apartments for Rent' (row 1446) in  0.0464 seconds
Ingested app: 'DreamTrips' (row 3229) in  0.0428 seconds
Ingested app: 'Hidden Objects Treasure Hunt Adventure Games' (row 5445) in  0.0467 seconds
Ingested app: 'K.MOJI' (row 4293) in  0.0413 seconds
Ingested app: 'FINAL FANTASY BRAVE EXVIUS' (row 1862) in  0.0433 seconds
Ingested app: 'C by GE' (row 4006) in  0.0444 seconds
Ingested app: 'Soldiers of Glory: Modern War' (row 9383) in  0.0423 seconds
Ingested app: 'Subway Surfers' (row 1872) in  0.0441 seconds
Ingested app: 'NewsDog - Latest News, Breaking News, Local News' (row 9631) in  0.0441 seconds
Ingested app: 'DV Lottery Photo Tool' (row 8949) in  0.0444 seconds
Ingested app: 'Evolution Marketing CR' (row 7804) in  0.0414 seconds
Ingested app: 'Moneycontrol \u2013 Stocks, Sensex, Mutual Funds, IPO' (row 1146) in  0.0455 seconds
Ingested app: 'Cloud of Books' (row 159) in  0.0534 seconds
Ingested app: 'Number Therapy' (row 2294) in  0.0441 seconds
Ingested app: "The first year of a baby's life" (row 3604) in  0.044 seconds
Ingested app: 'Fifa World Cup 2018: Photo Frame Editor & DP Maker' (row 8700) in  0.044 seconds
Ingested app: 'BN Pro Percent White HD Text' (row 6520) in  0.052 seconds
Ingested app: 'Simple - Better Banking' (row 1103) in  0.048 seconds
Ingested app: 'gps tracker cg' (row 7318) in  0.048 seconds
Ingested app: 'Learn English with Wlingua' (row 703) in  0.0463 seconds
Ingested app: 'Ay Hasnain k Nana Milad Naat' (row 5842) in  0.0463 seconds
Ingested app: 'Porch DV' (row 8942) in  0.0463 seconds
Ingested app: 'Font Studio- Photo Texts Image' (row 2951) in  0.0463 seconds
Ingested app: 'The PCH App' (row 5398) in  0.0463 seconds
Ingested app: 'Shopkick: Free Gift Cards, Shop Rewards & Deals' (row 2745) in  0.0463 seconds
Ingested app: 'Rolling Sky' (row 3921) in  0.043 seconds
Ingested app: 'R Programming Language' (row 4531) in  0.047 seconds
Ingested app: 'Hangouts' (row 341) in  0.047 seconds
Ingested app: 'ch-mm Dict' (row 7346) in  0.047 seconds
Ingested app: 'SegPlay Mobile Paint by Number' (row 7014) in  0.047 seconds
Ingested app: 'Invoice & Time Tracking - Zoho' (row 252) in  0.043 seconds
Ingested app: 'Flipp - Weekly Shopping' (row 4989) in  0.0423 seconds
Ingested app: 'ClassDojo' (row 843) in  0.0463 seconds
Ingested app: 'my face' (row 1115) in  0.0463 seconds
Ingested app: 'The Fish Master!' (row 1775) in  0.0423 seconds
Ingested app: 'Omlet Arcade - Stream, Meet, Play' (row 3713) in  0.0463 seconds
Ingested app: 'Zomato - Restaurant Finder and Food Delivery App' (row 1255) in  0.0423 seconds
Ingested app: 'Temple Run 2' (row 1729) in  0.0482 seconds
Ingested app: 'MedStar eVisit' (row 2509) in  0.0453 seconds
Ingested app: 'U Launcher Lite \u2013 FREE Live Cool Themes, Hide Apps' (row 2) in  0.0453 seconds
Ingested app: 'TripIt: Travel Organizer' (row 3105) in  0.0453 seconds
Ingested app: 'WiFi Overview 360' (row 3335) in  0.0453 seconds
Ingested app: 'Angry Birds Classic' (row 1680) in  0.0463 seconds
Ingested app: 'DU Collage Maker - Photo Collage & Grid & Layout' (row 8914) in  0.0451 seconds
Ingested app: 'C-E Federal Credit Union' (row 7203) in  0.0451 seconds
Ingested app: 'Color Call - Caller Screen, LED Flash' (row 3366) in  0.049 seconds
Ingested app: 'Helix Jump' (row 1918) in  0.0451 seconds
Ingested app: 'CQ: Lost In Transmission' (row 7727) in  0.049 seconds
Ingested app: 'Text SMS' (row 400) in  0.044 seconds
Ingested app: 'CBS Sports Fantasy' (row 3047) in  0.0441 seconds
Ingested app: 'CBS Sports App - Scores, News, Stats & Watch Live' (row 2976) in  0.0479 seconds
Ingested app: 'K-Chiing VPN (Free)' (row 4294) in  0.044 seconds
Ingested app: 'CM AppLock' (row 7546) in  0.044 seconds
Ingested app: 'Au-allstar for KR' (row 5665) in  0.044 seconds
Ingested app: 'Meme Creator' (row 999) in  0.044 seconds
Ingested app: 'Bubble Shooter Space' (row 1995) in  0.044 seconds
Ingested app: 'Invoice 2go \u2014 Professional Invoices and Estimates' (row 254) in  0.0481 seconds
Ingested app: 'Harris J Lyrics' (row 4266) in  0.0483 seconds
Ingested app: 'Lexus Tech BH Service Pro' (row 6240) in  0.0483 seconds
Ingested app: 'Tumblr' (row 2548) in  0.0466 seconds
Ingested app: 'EU WHO War' (row 9902) in  0.0506 seconds
Ingested app: 'DN' (row 8584) in  0.0426 seconds
Ingested app: 'Crossy Road' (row 1919) in  0.0505 seconds
Ingested app: 'Jaumo Dating, Flirt & Live Video' (row 2648) in  0.048 seconds
Ingested app: 'Lean EQ' (row 9730) in  0.048 seconds
Ingested app: 'Zen Leaf' (row 2533) in  0.048 seconds
Ingested app: 'Map and Router Badge' (row 3829) in  0.048 seconds
Ingested app: 'Moovit: Bus Time & Train Time Live Info' (row 3865) in  0.0441 seconds
Ingested app: 'BankNordik' (row 10718) in  0.048 seconds
Ingested app: 'Digi-TV.ch' (row 7343) in  0.048 seconds
Ingested app: 'TripAdvisor Hotels Flights Restaurants Attractions' (row 4744) in  0.048 seconds
Ingested app: 'Lie Detector Test Prank' (row 4343) in  0.048 seconds
Ingested app: 'Blood Pressure Tracker' (row 6614) in  0.048 seconds
Ingested app: 'Elite Commando Shooting War' (row 7068) in  0.048 seconds
Ingested app: 'Nur t\u0259fsiri 1-ci cild' (row 7405) in  0.0481 seconds
Ingested app: 'OBJECTIVE' (row 3679) in  0.0441 seconds
Ingested app: 'City Driving Jeep Mania: Parking Passion 2018' (row 7065) in  0.048 seconds
Ingested app: 'Content Transfer' (row 3481) in  0.048 seconds
Ingested app: 'Free Meditation - Take a Break' (row 1329) in  0.048 seconds
Ingested app: 'EU FTL Calculator' (row 9877) in  0.044 seconds
Ingested app: 'dk' (row 8494) in  0.044 seconds
Ingested app: 'AP Biology Prep: Practice Tests, Flashcards' (row 5472) in  0.044 seconds
Ingested app: 'AW' (row 5753) in  0.048 seconds
Ingested app: 'Weight Loss Running by Verv' (row 1299) in  0.048 seconds
Ingested app: 'Dairy Queen' (row 8714) in  0.048 seconds
Ingested app: 'EY Tax Briefing' (row 10084) in  0.0441 seconds
Ingested app: 'Pocket Lab Values' (row 2267) in  0.048 seconds
Ingested app: 'Everbridge' (row 10115) in  0.044 seconds
Ingested app: 'Reload: The Z-Team' (row 4835) in  0.044 seconds
Ingested app: 'ODTMobile v4' (row 8720) in  0.044 seconds
Ingested app: 'DC-014' (row 8281) in  0.225 seconds
Ingested app: 'Block Puzzle Classic Legend !' (row 2001) in  0.265 seconds
Ingested app: 'BlueJeans for Android' (row 263) in  0.229 seconds
Ingested app: 'All-in-One Mahjong 3' (row 2171) in  0.229 seconds
Ingested app: 'Field Goal Tournament' (row 10388) in  0.237 seconds
Ingested app: 'The CW TV app' (row 7989) in  0.261 seconds
Ingested app: 'A-J Media Vault' (row 5259) in  0.0444 seconds
Ingested app: 'Myjob@BM' (row 6460) in  0.0443 seconds
Ingested app: 'EG India' (row 9341) in  0.0443 seconds
Ingested app: 'CX Network' (row 8081) in  0.0444 seconds
Ingested app: 'QuickShortcutMaker' (row 5515) in  0.0444 seconds
Ingested app: 'BN M\xe1s Cerca de Usted' (row 6498) in  0.0444 seconds
Ingested app: 'Web Browser for Android' (row 10026) in  0.0454 seconds
Ingested app: 'ViettelPost express delivery' (row 217) in  0.0495 seconds
Ingested app: 'Camera Pro' (row 5065) in  0.0494 seconds
Ingested app: 'imo free video calls and chat' (row 383) in  0.0494 seconds
Ingested app: 'Y! Mobile menu' (row 227) in  0.0454 seconds
Ingested app: 'J-Novel Club' (row 4251) in  0.0534 seconds
Ingested app: 'Interpret Chest X-Ray With 100 Cases' (row 2476) in  0.0451 seconds
Ingested app: 'Pregnancy Calculator and Tracker app' (row 2333) in  0.0371 seconds
Ingested app: 'Injustice 2' (row 8247) in  0.0371 seconds
Ingested app: 'CT Abdomen Pelvis' (row 7859) in  0.0331 seconds
Ingested app: 'Ah! Monster' (row 5146) in  0.045 seconds
Ingested app: 'EF Mentor: Sounds' (row 9271) in  0.045 seconds
Ingested app: 'Tennis Temple - Live Scores' (row 3053) in  0.048 seconds
Ingested app: 'DENVER ACTION CAM 3' (row 8970) in  0.052 seconds
Ingested app: 'MyAV Remote for Denon & Marantz AV Receivers' (row 5721) in  0.056 seconds
Ingested app: 'au' (row 5650) in  0.044 seconds
Ingested app: 'CamScanner - Phone PDF Creator' (row 7808) in  0.048 seconds
Ingested app: 'DP Battle' (row 8709) in  0.044 seconds
Ingested app: '591 housing transactions - renting houses, middle-class houses, new cases, real-time registration, villas through the sky, apartment suites, MRT, buying a house selling prices, housing mortgages' (row 1451) in  0.0463 seconds
Ingested app: 'DZ Blagues' (row 9138) in  0.0463 seconds
Ingested app: 'WE' (row 3743) in  0.0423 seconds
Ingested app: 'Everbridge' (row 10115) in  0.0422 seconds
Ingested app: 'Luffs' (row 1520) in  0.0473 seconds
Ingested app: 'Offroad Cruiser' (row 10489) in  0.0433 seconds
Ingested app: 'Differential Dx' (row 9064) in  0.0474 seconds
Ingested app: '4 Paws PH' (row 2478) in  0.0474 seconds
Ingested app: 'Tennis News and Scores' (row 3059) in  0.0474 seconds
Ingested app: 'ARuler - AR Ruler app, Measure tools' (row 5547) in  0.0474 seconds
Ingested app: 'All Star Of CW' (row 7994) in  0.0423 seconds
Ingested app: 'K-@ Mail - Email App' (row 4283) in  0.0423 seconds
Ingested app: 'CY Security Antivirus Cleaner' (row 8083) in  0.0432 seconds
Ingested app: 'CD View' (row 7181) in  0.0432 seconds
Ingested app: 'Love Dance' (row 5689) in  0.0472 seconds
Ingested app: 'Ace Screen Recorder w facecam' (row 4729) in  0.0472 seconds
Ingested app: 'DK TEL Dialer' (row 8504) in  0.0472 seconds
Ingested app: 'Marvel and DC Wallpapers' (row 8255) in  0.0472 seconds
Ingested app: 'Virtual Families 2' (row 5383) in  0.0441 seconds
Ingested app: 'eP Finder' (row 9713) in  0.0453 seconds
Ingested app: 'A+ Gallery - Photos & Videos' (row 9862) in  0.0503 seconds
Ingested app: 'CA Laws 2018 (California Laws and Codes)' (row 7098) in  0.0464 seconds
Ingested app: 'Workout Trainer: fitness coach' (row 1305) in  0.0464 seconds
Ingested app: 'UK Girls Mobile Numbers' (row 645) in  0.0464 seconds
Ingested app: "ROMWE - Women's Fashion" (row 2691) in  0.0382 seconds
Ingested app: 'Quiz&Learn Python' (row 752) in  0.0426 seconds
Ingested app: '1LINE \u2013 One Line with One Touch' (row 1997) in  0.0395 seconds
Ingested app: 'EMI Calculator | FD Calculator | RD calculator' (row 10316) in  0.0355 seconds
Ingested app: 'BN Pro BlueICS-b HD Text' (row 6505) in  0.0355 seconds
Ingested app: 'Nucleus Smart' (row 2429) in  0.0469 seconds
Ingested app: 'Music for Youtube - Tube Music BG, Red+' (row 6188) in  0.0469 seconds
Ingested app: 'Free antivirus and VPN' (row 6658) in  0.0469 seconds
Ingested app: 'DF SmartPlus' (row 8342) in  0.0469 seconds
Ingested app: 'Going Abroad' (row 9926) in  0.0469 seconds
Ingested app: 'Masterchef Cooking Games: Fun Restaurant & Kitchen' (row 9389) in  0.0469 seconds
Ingested app: 'AX Video Player' (row 5791) in  0.0469 seconds
Ingested app: 'Gold Teeth Photo Editor' (row 7425) in  0.0469 seconds
Ingested app: 'CS go bomb simulator' (row 7832) in  0.0469 seconds
Ingested app: 'Word Crossy - A crossword game' (row 1810) in  0.0469 seconds
Ingested app: 'My Study Life - School Planner' (row 811) in  0.0469 seconds
Ingested app: 'Cnady Selfie : You Can Dy Snap Camera' (row 9076) in  0.0469 seconds
Ingested app: 'BM FlexCheck' (row 6468) in  0.0313 seconds
Ingested app: 'Magana Jari ce Littafi Na Uku : Part 3 of 3' (row 7218) in  0.052 seconds
Ingested app: 'I am Dentist - Save my Teeth' (row 10116) in  0.0503 seconds
Ingested app: 'ClearCareGo Caregiver' (row 2332) in  0.0503 seconds
Ingested app: 'Emmabodafestivalen' (row 1036) in  0.0503 seconds
Ingested app: 'Air Traffic' (row 3831) in  0.0347 seconds
Ingested app: 'DM Accounting and Payroll' (row 8573) in  0.0659 seconds
Ingested app: 'Find Lover' (row 669) in  0.0436 seconds
Ingested app: 'mon guide au bank populaire -infos et instructions' (row 5690) in  0.047 seconds
Ingested app: 'GO SMS Pro - Messenger, Free Themes, Emoji' (row 395) in  0.047 seconds
Ingested app: 'Hill Climb Racing' (row 1909) in  0.047 seconds
Ingested app: '\uac10\uc131\ud559\uc6d0 BL \uccab\uc0ac\ub791' (row 6420) in  0.0313 seconds
Ingested app: 'Avenger Legends' (row 8429) in  0.0469 seconds
Ingested app: 'Discover Mobile' (row 1167) in  0.0469 seconds
Ingested app: 'Square InPic - Photo Editor & Collage Maker' (row 2902) in  0.0521 seconds
Ingested app: 'Ultimate Ab & Core Workouts' (row 4858) in  0.0521 seconds
Ingested app: 'Moto Rider' (row 7936) in  0.0561 seconds
Ingested app: 'Pic Collage - Photo Editor' (row 2929) in  0.0446 seconds
Ingested app: 'Dr. Truck Driver : Real Truck Simulator 3D' (row 8760) in  0.0485 seconds
Ingested app: 'EO Guide' (row 9657) in  0.0489 seconds
Ingested app: 'Modern Counter 3: FPS Multiplayers battlegro 3' (row 10780) in  0.0402 seconds
Ingested app: 'Barcelona FC Noticias Live' (row 10256) in  0.0361 seconds
Ingested app: 'Wallpapers Toyota FJ Cruiser' (row 10482) in  0.0361 seconds
Ingested app: 'EY Expenses' (row 10083) in  0.0321 seconds
Ingested app: 'ONEC DZ' (row 9123) in  0.0438 seconds
Ingested app: 'GastroHunter.EU' (row 9915) in  0.0395 seconds
Ingested app: 'Riptide GP: Renegade' (row 8879) in  0.0469 seconds
Ingested app: 'Ada - Your Health Guide' (row 2330) in  0.0469 seconds
Ingested app: 'Ak-47 Wallpapers 2018' (row 5289) in  0.0469 seconds
Ingested app: 'Bihar Land Records - RoR and EB Quick Pay' (row 9207) in  0.0626 seconds
Ingested app: 'Pregnancy Tracker' (row 1356) in  0.2343 seconds
Ingested app: 'Larry H Miller Automotive' (row 4210) in  0.2343 seconds
Ingested app: 'Theme for Galaxy Note FE Launcher | Live Wallpaper' (row 10338) in  0.2657 seconds
Ingested app: 'Feed Baby - Baby Tracker' (row 3625) in  0.2499 seconds
Ingested app: 'DF-CAM' (row 8330) in  0.2187 seconds
Ingested app: 'CV Builder' (row 7965) in  0.2499 seconds
Ingested app: 'EF Jumper' (row 9310) in  0.0468 seconds
Ingested app: 'Latest DP and Status Pro 2018' (row 8706) in  0.0468 seconds
Ingested app: 'Calls & Text by Mo+' (row 388) in  0.0468 seconds
Ingested app: 'Blood Injection : ER Emergency Doctor ER injection' (row 9767) in  0.0468 seconds
Ingested app: 'F-1 watchface by Delta' (row 4137) in  0.0468 seconds
Ingested app: 'Chat With Artificial Intelligence' (row 5200) in  0.0468 seconds
Ingested app: 'Call Recorder' (row 1524) in  0.0469 seconds
Ingested app: 'Recipes of Prophetic Medicine for free' (row 160) in  0.0469 seconds
Ingested app: 'The Florida Trail Guide' (row 10589) in  0.0469 seconds
Ingested app: 'HAL-9000 - FN Theme' (row 10678) in  0.0469 seconds
Ingested app: 'Best Hairstyles step by step' (row 7021) in  0.0469 seconds
Ingested app: 'H TV' (row 4200) in  0.0469 seconds
Ingested app: 'Town of Princeton, BC' (row 5969) in  0.0469 seconds
Ingested app: 'Hafizi Quran 15 lines per page' (row 5342) in  0.0469 seconds
Ingested app: 'MapleStory M' (row 4349) in  0.0469 seconds
Ingested app: 'Blood Pressure Info' (row 6592) in  0.0312 seconds
Ingested app: 'Runtastic Running App & Mile Tracker' (row 1391) in  0.0473 seconds
Ingested app: 'Viber Messenger' (row 431) in  0.0513 seconds
Ingested app: 'Cardi B Live Stream Video Chat - Prank' (row 671) in  0.0527 seconds
Ingested app: 'Business Calendar Pro' (row 5982) in  0.0566 seconds
Ingested app: 'Magnum 3.0 Gun Custom SImulator' (row 10673) in  0.0566 seconds
Ingested app: 'MyRadar NOAA Weather Radar Ad Free' (row 4955) in  0.0445 seconds
Ingested app: 'Calorie Counter & Diet Tracker' (row 1402) in  0.0486 seconds
Ingested app: '\u82f1\u6f22\u5b57\u5178 EC Dictionary' (row 9222) in  0.0446 seconds
Ingested app: 'Microsoft PowerPoint' (row 3486) in  0.0362 seconds
Ingested app: 'Runtastic Running App & Mile Tracker' (row 1323) in  0.0362 seconds
Ingested app: 'YouTube Studio' (row 3684) in  0.0322 seconds
Ingested app: 'White Noise Baby' (row 1649) in  0.0491 seconds
Ingested app: 'Free games: Masha and the Bear' (row 9668) in  0.0451 seconds
Ingested app: 'Runtastic Running App & Mile Tracker' (row 1277) in  0.0411 seconds
Ingested app: 'Color by Number - Draw Sandbox Pixel Art' (row 3881) in  0.0507 seconds
Ingested app: 'Bubble' (row 7080) in  0.0507 seconds
Ingested app: 'Florida map' (row 10608) in  0.0338 seconds
Ingested app: 'EC QR' (row 9252) in  0.0338 seconds
Ingested app: 'Kids Corner: Interactive Tales and Games for kids' (row 2083) in  0.0495 seconds
Ingested app: 'Solid Explorer Classic' (row 3515) in  0.0495 seconds
Ingested app: 'Banana Kong' (row 5950) in  0.047 seconds
Ingested app: 'SYFY' (row 8031) in  0.047 seconds
Ingested app: 'Gas Station' (row 97) in  0.047 seconds
Ingested app: 'Walmart MoneyCard' (row 1106) in  0.0469 seconds
Ingested app: 'The Ah Yeah! Button' (row 5149) in  0.0469 seconds
Ingested app: 'DramaFever: Stream Asian Drama Shows & Movies' (row 909) in  0.0469 seconds
Ingested app: 'Inputting Plus: Ctrl + Z/F/C/V' (row 4117) in  0.0469 seconds
Ingested app: 'Money Lover: Expense Tracker, Budget Planner' (row 1148) in  0.0469 seconds
Ingested app: 'CBS Sports App - Scores, News, Stats & Watch Live' (row 3090) in  0.0624 seconds
Ingested app: 'CA Lottery Official App' (row 7086) in  0.0468 seconds
Ingested app: 'Navy Federal Credit Union' (row 1172) in  0.0468 seconds
Ingested app: 'BeSoccer - Soccer Live Score' (row 2972) in  0.0468 seconds
Ingested app: 'CG Samanya Gyan' (row 7295) in  0.0469 seconds
Ingested app: 'EatStreet Food Delivery App' (row 1245) in  0.047 seconds
Ingested app: 'FG Autumn Photo Puzzle' (row 10364) in  0.0625 seconds
Ingested app: 'Fifth Edition DM Tools' (row 8547) in  0.047 seconds
Ingested app: 'My Little Princess : Stores' (row 2085) in  0.047 seconds
Ingested app: 'Materialistic P Wallpapers' (row 4483) in  0.047 seconds
Ingested app: 'CY Digital Net' (row 8108) in  0.0482 seconds
Ingested app: 'YouCam Makeup - Magic Selfie Makeovers' (row 2833) in  0.0482 seconds
Ingested app: 'FOX Sports: Live Streaming, Scores & News' (row 3097) in  0.0482 seconds
Ingested app: 'Borneo Bible, BM Bible' (row 6462) in  0.0482 seconds
Ingested app: 'Bt Notifier -Smartwatch notice' (row 6767) in  0.0482 seconds
Ingested app: 'Death Dragon Knights RPG' (row 8125) in  0.0637 seconds
Ingested app: 'FK Zemun' (row 10561) in  0.0469 seconds
Ingested app: 'Alipay' (row 9336) in  0.0469 seconds
Ingested app: 'Millionaire Match: Rich Singles Dating App' (row 521) in  0.0469 seconds
Ingested app: 'Camera FV-5' (row 2913) in  0.0469 seconds
Ingested app: 'Cardio Z' (row 4845) in  0.0469 seconds
Ingested app: 'SW Battlefront Companion' (row 9158) in  0.0469 seconds
Ingested app: 'X Home Bar - Free' (row 4760) in  0.0469 seconds
Ingested app: 'Viber Messenger' (row 4676) in  0.0469 seconds
Ingested app: 'TryDate - Free Online Dating App, Chat Meet Adults' (row 538) in  0.0469 seconds
Ingested app: 'HD Camera for Android' (row 2919) in  0.0469 seconds
Ingested app: 'DW Tech Tools' (row 9001) in  0.0469 seconds
Ingested app: 'CA Mobile OTP' (row 7085) in  0.0469 seconds
Ingested app: 'Standoff 2' (row 7812) in  0.0469 seconds
Ingested app: 'Find Real Love \u2014 YouLove Premium Dating' (row 562) in  0.0469 seconds
Ingested app: 'American Airlines' (row 3158) in  0.0469 seconds
Ingested app: 'CG Wallpapers' (row 7298) in  0.0469 seconds
Ingested app: 'Funny Pics' (row 996) in  0.0469 seconds
Ingested app: 'Camping and Co - Camping in Europe' (row 7667) in  0.0469 seconds
Ingested app: 'JOBS.bg' (row 6200) in  0.0469 seconds
Ingested app: 'Saiyan Of CW' (row 8002) in  0.0469 seconds
Ingested app: 'LH Housing Promotion Notice' (row 1478) in  0.0469 seconds
Ingested app: 'Star Wars\u2122: Galaxy of Heroes' (row 9149) in  0.0476 seconds
Ingested app: '5 Minute Ab Workouts' (row 4885) in  0.0519 seconds
Ingested app: 'Universal AC Remote Control Simulator' (row 4934) in  0.0519 seconds
Ingested app: 'BRL AG' (row 5099) in  0.0528 seconds
Ingested app: 'Flashlight X' (row 4757) in  0.0562 seconds
Ingested app: 'Carousell: Snap-Sell, Chat-Buy' (row 2685) in  0.0562 seconds
Ingested app: 'CQ-Mobile' (row 7719) in  0.04 seconds
Ingested app: 'M-Sight Pro' (row 4361) in  0.0396 seconds
Ingested app: 'Cy-Fair FCU Mobile Banking' (row 8087) in  0.0355 seconds
Ingested app: 'SportLook' (row 8976) in  0.0349 seconds
Ingested app: 'FlashLight F.Light' (row 4112) in  0.0355 seconds
Ingested app: 'Little Big City 2' (row 6303) in  0.0313 seconds
Ingested app: 'Resume App' (row 7964) in  0.0469 seconds
Ingested app: 'Black Commando | Special Ops | FPS Shooting' (row 6712) in  0.0469 seconds
Ingested app: 'Dead Target Zombie Shooting US Sniper Killer Squad' (row 9469) in  0.2343 seconds
Ingested app: 'EU RCD Guide' (row 9910) in  0.2499 seconds
Ingested app: 'Unit Converter Pro' (row 3309) in  0.2187 seconds
Ingested app: 'Inputting Plus: Ctrl + Z/F/C/V' (row 4117) in  0.2343 seconds
Ingested app: 'AC Remote for Daikin - NOW FREE' (row 4918) in  0.2187 seconds
Ingested app: 'Amazon Shopping' (row 3922) in  0.2656 seconds
Ingested app: 'Cardboard' (row 1535) in  0.0469 seconds
Ingested app: 'Sci Fi Sounds' (row 10478) in  0.0469 seconds
Ingested app: 'StrongLifts 5x5 Workout Gym Log & Personal Trainer' (row 1307) in  0.0469 seconds
Ingested app: 'Safe365 \u2013 Cell Phone GPS Locator For Your Family' (row 3605) in  0.0469 seconds
Ingested app: 'FD VR Player - for 360 Youtube' (row 10291) in  0.0469 seconds
Ingested app: 'CB Land' (row 7141) in  0.0469 seconds
Ingested app: 'Modern Action Commando 3D' (row 5764) in  0.0485 seconds
Ingested app: 'AV Tools' (row 5696) in  0.0485 seconds
Ingested app: 'Just Dance Now' (row 8197) in  0.0485 seconds
Ingested app: 'Block Craft 3D: Building Simulator Games For Free' (row 3952) in  0.0485 seconds
Ingested app: 'Tagged - Meet, Chat & Dating' (row 2644) in  0.0485 seconds
Ingested app: 'Battle Gems (AdventureQuest)' (row 5495) in  0.033 seconds
Ingested app: 'Anime Love Story Games: \u2728Shadowtime\u2728' (row 8314) in  0.0472 seconds
Ingested app: 'Maps - Navigate & Explore' (row 3117) in  0.0472 seconds
Ingested app: 'Meet With Strangers: Video Chat & Dating' (row 617) in  0.0512 seconds
Ingested app: 'FK Bregalnica \u0160tip' (row 10541) in  0.0592 seconds
Ingested app: 'Elkhart County 4-H Fair' (row 4199) in  0.0592 seconds
Ingested app: 'Google Pay' (row 1096) in  0.0476 seconds
Ingested app: 'EC - Encumbrance Search - telangana state' (row 9230) in  0.0492 seconds
Ingested app: 'AndroZip\u2122 FREE File Manager' (row 3519) in  0.0451 seconds
Ingested app: 'Clash Royale' (row 3987) in  0.0452 seconds
Ingested app: 'Power Spheres by BoBoiBoy' (row 6575) in  0.0453 seconds
Ingested app: "Wowkwis aq Ka'qaquj" (row 5509) in  0.0412 seconds
Ingested app: 'AP Mobile - Breaking News' (row 5448) in  0.0452 seconds
Ingested app: 'Synd e-Passbook' (row 4103) in  0.0464 seconds
Ingested app: 'Tapatalk - 100,000+ Forums' (row 2598) in  0.0463 seconds
Ingested app: 'Ninja FN Button' (row 10655) in  0.0463 seconds
Ingested app: 'CE SODEXO PASS FRANCE' (row 7227) in  0.0462 seconds
Ingested app: 'T-Mobile Visual Voicemail' (row 4605) in  0.0423 seconds
Ingested app: 'CM Transfer - Share any files with friends nearby' (row 7543) in  0.0422 seconds
Ingested app: 'CompTIA A+ Pocket Prep' (row 3887) in  0.0452 seconds
Ingested app: 'Notepad & To do list' (row 3543) in  0.0452 seconds
Ingested app: 'Talkatone: Free Texts, Calls & Phone Number' (row 4239) in  0.0452 seconds
Ingested app: 'Anti-virus Dr.Web Light' (row 8758) in  0.0452 seconds
Ingested app: 'Lyra Virtual Assistant' (row 5204) in  0.0452 seconds
Ingested app: 'Mee-EW' (row 10000) in  0.0452 seconds
Ingested app: 'Antivirus & Mobile Security' (row 4802) in  0.0441 seconds
Ingested app: 'Quick PDF Scanner + OCR FREE' (row 285) in  0.048 seconds
Ingested app: 'CG Daily News' (row 7284) in  0.048 seconds
Ingested app: 'Paramedic Protocol Provider' (row 2248) in  0.044 seconds
Ingested app: 'Socratic - Math Answers & Homework Help' (row 766) in  0.044 seconds
Ingested app: 'Radio FG Paris Underground' (row 10365) in  0.044 seconds
Ingested app: 'Hotels Combined - Cheap deals' (row 3216) in  0.0481 seconds
Ingested app: "Yoong: Kick 'Em Up!" (row 9608) in  0.052 seconds
Ingested app: 'EF Smart English for Phone' (row 9269) in  0.048 seconds
Ingested app: 'Khan Academy' (row 738) in  0.048 seconds
Ingested app: 'Earn to Die 2' (row 1927) in  0.048 seconds
Ingested app: 'File Ex - ES File Explorer' (row 9802) in  0.048 seconds
Ingested app: 'YouTube' (row 3928) in  0.0461 seconds
