Ingested app: 'Fallout Shelter' (row 10190) in  0.0464 seconds
Ingested app: 'G Theme 2 for LG V30, LG G6' (row 4173) in  0.048 seconds
Ingested app: 'Cut the Rope FULL FREE' (row 1986) in  0.0441 seconds
Ingested app: 'CL Keyboard - Myanmar Keyboard (No Ads)' (row 7514) in  0.044 seconds
Ingested app: 'FK Radnicki Nis' (row 10543) in  0.048 seconds
Ingested app: 'Masha and The Bear Puzzle Game' (row 9683) in  0.0441 seconds
Ingested app: 'ES-1' (row 9820) in  0.048 seconds
Ingested app: 'ROBLOX' (row 1870) in  0.0462 seconds
Ingested app: 'K-App Mitarbeiter Galeria Kaufhof' (row 4308) in  0.0423 seconds
Ingested app: 'CJ Infinity' (row 7445) in  0.0462 seconds
Ingested app: 'DEER HUNTER RELOADED' (row 8400) in  0.0462 seconds
Ingested app: 'Debra Care Conference' (row 9180) in  0.0422 seconds
Ingested app: 'AE Coin Mania : Arcade Fun' (row 5002) in  0.0462 seconds
Ingested app: 'Gps Route Finder' (row 3836) in  0.044 seconds
Ingested app: 'BW-DGS plugin' (row 6902) in  0.044 seconds
Ingested app: 'AH Connect (Adventist Health)' (row 5133) in  0.044 seconds
Ingested app: 'CXmodel-ufo' (row 8071) in  0.044 seconds
Ingested app: 'Orbitz - Hotels, Flights & Package Deals' (row 3206) in  0.044 seconds
Ingested app: 'MileIQ - Free Mileage Tracker for Business' (row 1122) in  0.0441 seconds
Ingested app: 'BBMoji - Your personalized BBM Stickers' (row 6485) in  0.0441 seconds
Ingested app: 'BT One Phone Mobile App' (row 6775) in  0.044 seconds
Ingested app: "I Can't Wake Up!" (row 4606) in  0.044 seconds
Ingested app: 'Masha and the Bear: Good Night!' (row 9687) in  0.044 seconds
Ingested app: 'JOANN - Crafts & Coupons' (row 1621) in  0.044 seconds
Ingested app: 'Ako ay may lobo Pinoy Kid Song Offline' (row 5837) in  0.04 seconds
Ingested app: 'Stand O\u2019Food\xae (Full)' (row 4427) in  0.0435 seconds
Ingested app: 'BU Study' (row 6816) in  0.0475 seconds
Ingested app: 'Cisco Webex Teams' (row 258) in  0.0474 seconds
Ingested app: 'Amazon for Tablets' (row 5353) in  0.0474 seconds
Ingested app: 'Ec Solutions Mobile' (row 9231) in  0.0475 seconds
Ingested app: 'Cx File Explorer' (row 8042) in  0.0474 seconds
Ingested app: 'Simple Habit Meditation' (row 1443) in  0.048 seconds
Ingested app: 'Koran Read &MP3 30 Juz Offline' (row 5339) in  0.048 seconds
Ingested app: 'Cymath - Math Problem Solver' (row 8116) in  0.0504 seconds
Ingested app: 'Foods Co' (row 7625) in  0.0494 seconds
Ingested app: 'Home workouts - fat burning, abs, legs, arms,chest' (row 1302) in  0.0494 seconds
Ingested app: 'Boom Beach' (row 6551) in  0.0495 seconds
Ingested app: 'Bomb and Nade Timer for CS:GO' (row 7852) in  0.0451 seconds
Ingested app: 'Gun Strike Shoot' (row 5074) in  0.0436 seconds
Ingested app: 'Quran Khmer Offline AY' (row 5852) in  0.0445 seconds
Ingested app: 'Target - now with Cartwheel' (row 2697) in  0.0455 seconds
Ingested app: 'Squid - Take Notes & Markup PDFs' (row 3541) in  0.0436 seconds
Ingested app: 'Angry Birds Classic' (row 1990) in  0.2205 seconds
Ingested app: 'Glowing Flowers Live Wallpaper' (row 3433) in  0.2285 seconds
Ingested app: 'AppFinder by AppTap' (row 5048) in  0.2205 seconds
Ingested app: 'Make a burger king' (row 6385) in  0.2404 seconds
Ingested app: 'CJ Poker Odds Calculator' (row 7430) in  0.274 seconds
Ingested app: 'Eu sou Rico' (row 9905) in  0.2324 seconds
Ingested app: 'Super Hearing Secret Voices Recorder PRO' (row 2262) in  0.0446 seconds
Ingested app: 'MMX Hill Dash 2 \u2013 Offroad Truck, Car & Bike Racing' (row 1798) in  0.0486 seconds
Ingested app: 'Papumba Academy - Fun Learning For Kids' (row 2064) in  0.0406 seconds
Ingested app: 'Gravidez ao Vivo' (row 5414) in  0.0446 seconds
Ingested app: 'Flow Free' (row 1681) in  0.0526 seconds
Ingested app: 'Might & Magic: Elemental Guardians' (row 1858) in  0.0446 seconds
Ingested app: 'Bualuang mBanking' (row 1065) in  0.0481 seconds
Ingested app: 'Wi u Emulator' (row 4657) in  0.0481 seconds
Ingested app: 'dt Pro' (row 8850) in  0.044 seconds
Ingested app: 'Lifetime - Watch Full Episodes & Original Movies' (row 927) in  0.048 seconds
Ingested app: 'CW BLE Peripheral Simulator' (row 8011) in  0.048 seconds
Ingested app: 'Swift Dark CM / CM13 Theme' (row 7555) in  0.044 seconds
Ingested app: 'Operate Now: Hospital' (row 9731) in  0.0409 seconds
Ingested app: 'Sago Mini Friends' (row 2183) in  0.037 seconds
Ingested app: 'Ace Screen Recorder w facecam' (row 4729) in  0.033 seconds
Ingested app: 'El Dorado App' (row 9558) in  0.0446 seconds
Ingested app: 'DN eAvis' (row 8585) in  0.0446 seconds
Ingested app: 'DT-VR' (row 8865) in  0.0406 seconds
Ingested app: 'Zaatar w Zeit' (row 4737) in  0.0469 seconds
Ingested app: 'Geometry Dash SubZero' (row 8185) in  0.0469 seconds
Ingested app: 'Instagram' (row 2604) in  0.0469 seconds
Ingested app: 'CNN Breaking US & World News' (row 3792) in  0.0469 seconds
Ingested app: 'Microsoft Translator' (row 3487) in  0.0469 seconds
Ingested app: 'Hidden Objects Treasure Hunt Adventure Games' (row 5445) in  0.0469 seconds
Ingested app: 'Minecraft' (row 2241) in  0.052 seconds
Ingested app: 'Beach Head Shooting Assault' (row 9467) in  0.056 seconds
Ingested app: 'Marked by King Bs' (row 6725) in  0.0444 seconds
Ingested app: 'Z Champions' (row 4820) in  0.0484 seconds
Ingested app: 'Real Estate sale & rent Trovit' (row 1450) in  0.0484 seconds
Ingested app: 'Wifi Connect Library' (row 1542) in  0.0525 seconds
Ingested app: 'LOVOO' (row 2631) in  0.0469 seconds
Ingested app: 'JuiceNet - Smart EV Charging' (row 9952) in  0.0429 seconds
Ingested app: 'Genius Scan - PDF Scanner' (row 230) in  0.0429 seconds
Ingested app: 'CT and XR Dose Calculator' (row 7897) in  0.0389 seconds
Ingested app: 'KVAD Camera +: Selfie, Photo Filter, Grids' (row 2871) in  0.0349 seconds
Ingested app: 'F-Secure SAFE' (row 4119) in  0.0349 seconds
Ingested app: 'GolfNow: Tee Time Deals at Golf Courses, Golf GPS' (row 3029) in  0.047 seconds
Ingested app: 'EC Fairgrounds' (row 9254) in  0.047 seconds
Ingested app: 'SeriesGuide \u2013 Show & Movie Manager' (row 928) in  0.047 seconds
Ingested app: 'Access Point Browser' (row 5459) in  0.047 seconds
Ingested app: '8 Ball Pool' (row 1675) in  0.047 seconds
Ingested app: 'SEEK Job Search' (row 211) in  0.047 seconds
Ingested app: 'ZenUI Dialer & Contacts' (row 354) in  0.0469 seconds
Ingested app: 'OpenRice' (row 1211) in  0.0469 seconds
Ingested app: 'File Explorer' (row 3517) in  0.0469 seconds
Ingested app: 'News: DW Hausa' (row 8990) in  0.0469 seconds
Ingested app: 'BT Master' (row 6803) in  0.0469 seconds
Ingested app: 'Pill Identifier and Drug list' (row 2340) in  0.0313 seconds
Ingested app: 'LC-DB-LITE' (row 8241) in  0.0469 seconds
Ingested app: 'US Open Tennis Championships 2018' (row 3079) in  0.0469 seconds
Ingested app: 'TAMAGO' (row 9406) in  0.0469 seconds
Ingested app: 'BT Church' (row 6786) in  0.0469 seconds
Ingested app: 'EY Tax Briefing' (row 10084) in  0.0469 seconds
Ingested app: 'U + professional baseball' (row 3002) in  0.0313 seconds
Ingested app: 'Unit Converter Pro' (row 3309) in  0.0469 seconds
Ingested app: 'EB Demo for Android' (row 9190) in  0.0469 seconds
Ingested app: 'The Ledger - Lakeland, Florida' (row 10635) in  0.0469 seconds
Ingested app: 'StirFry Stunts - We Bare Bears' (row 7604) in  0.0469 seconds
Ingested app: 'Honkai Impact 3rd' (row 1865) in  0.0469 seconds
Ingested app: 'YouTube Kids' (row 859) in  0.0469 seconds
Ingested app: 'mon guide au bank populaire -infos et instructions' (row 5690) in  0.0469 seconds
Ingested app: 'Ebook Reader' (row 4095) in  0.0469 seconds
Ingested app: 'Blood Pressure(BP) Diary' (row 2510) in  0.0469 seconds
Ingested app: 'R Programing Offline Tutorial' (row 4539) in  0.0313 seconds
Ingested app: 'My OldBoy! Free - GBC Emulator' (row 5592) in  0.0469 seconds
Ingested app: 'Accounting App - Zoho Books' (row 280) in  0.0624 seconds
Ingested app: 'SuperVPN Free VPN Client' (row 3315) in  0.0469 seconds
Ingested app: 'Pick Your Part Garage' (row 80) in  0.0469 seconds
Ingested app: 'BD Online Passport Application' (row 6027) in  0.0469 seconds
Ingested app: 'Free resume builder CV maker templates PDF formats' (row 7944) in  0.0313 seconds
Ingested app: 'Emoji Android L Keyboard' (row 4335) in  0.0469 seconds
Ingested app: 'Lite for Facebook Messenger' (row 10206) in  0.0469 seconds
Ingested app: 'AV Tools Pro' (row 5701) in  0.0469 seconds
Ingested app: 'SimCity BuildIt' (row 7404) in  0.0469 seconds
Ingested app: 'Weather by WeatherBug: Forecast, Radar & Alerts' (row 3630) in  0.0469 seconds
Ingested app: 'Gogo Vision (Biz Av)' (row 5711) in  0.0313 seconds
Ingested app: 'Seattle Sounders FC' (row 10250) in  0.0469 seconds
Ingested app: 'FQ - Football Quiz' (row 10775) in  0.0469 seconds
Ingested app: 'Recycling Cy' (row 8090) in  0.0469 seconds
Ingested app: 'BJ-FPV' (row 6315) in  0.0469 seconds
Ingested app: 'MLB At Bat' (row 5620) in  0.0469 seconds
Ingested app: 'F05WatchFace for Android Wear' (row 5777) in  0.0313 seconds
Ingested app: 'Battery Notifier BT Free' (row 6798) in  0.0469 seconds
Ingested app: 'Clock L' (row 4340) in  0.0469 seconds
Ingested app: 'Control Center iOS 11 - Phone X notifications' (row 4774) in  0.0469 seconds
Ingested app: 'DP and Status' (row 8684) in  0.0469 seconds
Ingested app: 'Houzz Interior Design Ideas' (row 1456) in  0.0469 seconds
Ingested app: 'Millionaire Match: Rich Singles Dating App' (row 566) in  0.0313 seconds
Ingested app: 'H Pack' (row 1590) in  0.0469 seconds
Ingested app: 'CS Interview FAQs' (row 7826) in  0.0469 seconds
Ingested app: "Michael's AG Sound Board" (row 5126) in  0.0524 seconds
Ingested app: 'Al Quran Audio (Full 30 Juz)' (row 5329) in  0.0524 seconds
Ingested app: 'DS' (row 8824) in  0.0563 seconds
Ingested app: 'Tozer Devotional -Series 1' (row 5763) in  0.0604 seconds
Ingested app: 'Once Upon a Tower' (row 1951) in  0.0448 seconds
Ingested app: 'Dropbox' (row 3473) in  0.2234 seconds
Ingested app: 'Ohio State Fair 4-H' (row 4209) in  0.2154 seconds
Ingested app: 'Mirror Photo:Editor Collage (HD)' (row 2926) in  0.2349 seconds
Ingested app: 'Sleep as Android: Sleep cycle tracker, smart alarm' (row 5581) in  0.2389 seconds
Ingested app: 'Food Network' (row 10018) in  0.2797 seconds
Ingested app: 'AT&T DriveMode' (row 4614) in  0.2429 seconds
Ingested app: 'mysms SMS Text Messaging Sync' (row 405) in  0.0469 seconds
Ingested app: 'EO.TRADE - Coin sale' (row 9645) in  0.0313 seconds
Ingested app: 'News by The Times of India Newspaper - Latest News' (row 9852) in  0.0469 seconds
Ingested app: 'diep.io' (row 1953) in  0.0469 seconds
Ingested app: 'OK K.O.! Lakewood Plaza Turbo' (row 6083) in  0.0469 seconds
Ingested app: 'Rider' (row 1732) in  0.0469 seconds
Ingested app: 'Tapas \u2013 Comics, Novels, and Stories' (row 318) in  0.0469 seconds
Ingested app: 'Lord Fairfax EMS Council' (row 2470) in  0.0313 seconds
Ingested app: 'Explora con el Chavo' (row 9557) in  0.0468 seconds
Ingested app: 'Candy Bomb' (row 2015) in  0.0468 seconds
Ingested app: 'XDV' (row 8945) in  0.0468 seconds
Ingested app: 'Color Flashlight' (row 3291) in  0.0468 seconds
Ingested app: 'ZERO Lock Screen' (row 3346) in  0.0481 seconds
Ingested app: 'Nokia mobile support' (row 3259) in  0.0481 seconds
Ingested app: 'Ruler & Area Measurement (cm, inch)' (row 7573) in  0.0487 seconds
Ingested app: 'Kicker U' (row 4637) in  0.0527 seconds
Ingested app: 'BH Patrole' (row 6226) in  0.0527 seconds
Ingested app: 'Scary Video Maker' (row 10392) in  0.0567 seconds
Ingested app: 'Alfa-Bank (Alfa-Bank)' (row 1087) in  0.0522 seconds
Ingested app: 'OpenGL ES Extensions - The OpenGL Utility' (row 9801) in  0.0561 seconds
Ingested app: 'MMX Hill Dash 2 \u2013 Offroad Truck, Car & Bike Racing' (row 1798) in  0.0441 seconds
Ingested app: 'DW Maps' (row 9013) in  0.052 seconds
Ingested app: 'Dr. Truck Driver : Real Truck Simulator 3D' (row 8760) in  0.048 seconds
Ingested app: "Poker Equity Calculator Pro for No Limit Hold'em" (row 9592) in  0.052 seconds
Ingested app: 'Flights' (row 3184) in  0.048 seconds
Ingested app: "Santa's Monster Shootout DX" (row 9056) in  0.0441 seconds
Ingested app: 'bigbasket - online grocery' (row 2678) in  0.04 seconds
Ingested app: 'Kovax Europe B.V.' (row 6876) in  0.0441 seconds
Ingested app: 'Poker Pro.Fr' (row 10804) in  0.044 seconds
Ingested app: 'Sun & Moon AR Locator' (row 5858) in  0.048 seconds
Ingested app: 'Total AV' (row 5697) in  0.0452 seconds
Ingested app: "People's Bank" (row 1082) in  0.0452 seconds
Ingested app: 'Every disease has a drug without internet' (row 2503) in  0.0412 seconds
Ingested app: 'Expense IQ Money Manager' (row 1098) in  0.0452 seconds
Ingested app: 'Princess Closet : Otome games free dating sim' (row 5413) in  0.0452 seconds
Ingested app: 'Kiamichi EC' (row 9256) in  0.0452 seconds
Ingested app: 'BS Battery+' (row 6741) in  0.0461 seconds
Ingested app: 'VPlayer' (row 3689) in  0.0461 seconds
Ingested app: 'E!' (row 4066) in  0.0461 seconds
Ingested app: 'Papyrus Ex' (row 10056) in  0.0435 seconds
Ingested app: 'Periscope - Live Video' (row 8347) in  0.0435 seconds
Ingested app: 'icon wallpaper dressup\U0001f49eCocoPPa' (row 3409) in  0.0475 seconds
Ingested app: 'Bridge Constructor Stunts FREE' (row 5971) in  0.045 seconds
Ingested app: 'Thuuz Sports' (row 3076) in  0.0451 seconds
Ingested app: 'Mercari: The Selling App' (row 2721) in  0.0451 seconds
Ingested app: 'DP and Status' (row 8684) in  0.0481 seconds
Ingested app: 'Al-Quran (Free)' (row 5319) in  0.044 seconds
Ingested app: 'KeePass DX Pro' (row 9030) in  0.0481 seconds
Ingested app: 'G Guide Program Guide (SOFTBANK EMOBILE WILLCOM version)' (row 3698) in  0.0448 seconds
Ingested app: 'Common Core' (row 816) in  0.0408 seconds
Ingested app: 'Subway Simulator 3D' (row 10031) in  0.0408 seconds
Ingested app: 'G-Pix [Android P] EMUI 8/5 THEME' (row 4480) in  0.0402 seconds
Ingested app: 'HTC Sense Input - FR' (row 10817) in  0.0361 seconds
Ingested app: 'Snapp' (row 3847) in  0.0361 seconds
Ingested app: 'Calculator - unit converter' (row 3464) in  0.047 seconds
Ingested app: 'DU Security' (row 8900) in  0.047 seconds
Ingested app: 'FG Wallet' (row 10361) in  0.047 seconds
Ingested app: 'King Burger Dash' (row 6386) in  0.0469 seconds
Ingested app: 'Equestria Amino for MLP' (row 9351) in  0.0469 seconds
Ingested app: 'Daily Ab Workout - Core & Abs Fitness Exercises' (row 4872) in  0.0469 seconds
Ingested app: 'The NBC App - Watch Live TV and Full Episodes' (row 942) in  0.0469 seconds
Ingested app: 'Ramdor DM Mobile' (row 8581) in  0.0469 seconds
Ingested app: 'Open Camera' (row 2850) in  0.0469 seconds
Ingested app: 'AE 3D MOTOR :Racing Games Free' (row 5014) in  0.0469 seconds
Ingested app: 'Castle Defense : Invasion' (row 8427) in  0.0469 seconds
Ingested app: 'Flight Simulator X 2016 Free' (row 4782) in  0.0469 seconds
Ingested app: 'Ambulance Simulator 3D' (row 10384) in  0.0469 seconds
Ingested app: 'Muzy - Share photos & collages' (row 2854) in  0.0469 seconds
Ingested app: 'Eternal life' (row 1547) in  0.0469 seconds
Ingested app: 'stranger chat - anonymous chat' (row 565) in  0.0625 seconds
Ingested app: 'WDAMAGE: Car Crash Engine' (row 8296) in  0.0469 seconds
Ingested app: 'Light X - Icon Pack' (row 4769) in  0.0625 seconds
Ingested app: 'FE CREDIT - TET VUI' (row 10323) in  0.0469 seconds
Ingested app: 'AZ PLAYER HD' (row 5878) in  0.0469 seconds
Ingested app: 'IRIS : Customer Service - DZ Algeria' (row 9102) in  0.0625 seconds
Ingested app: 'Add-On: Alcatel (h)' (row 4212) in  0.0469 seconds
Ingested app: 'Brave Browser: Fast AdBlocker' (row 4974) in  0.0469 seconds
Ingested app: 'Microsoft Excel' (row 3527) in  0.0469 seconds
Ingested app: 'AE Spider Solitaire' (row 5001) in  0.0469 seconds
Ingested app: 'Orbitz - Hotels, Flights & Package Deals' (row 3206) in  0.0469 seconds
Ingested app: "Guns'n'Glory Heroes Premium" (row 4405) in  0.0312 seconds
Ingested app: 'BioLife Plasma Services' (row 2313) in  0.0469 seconds
Ingested app: 'Angry Birds Classic' (row 1990) in  0.0469 seconds
Ingested app: 'JOANN - Crafts & Coupons' (row 1601) in  0.0469 seconds
Ingested app: 'RoboPad' (row 6636) in  0.0469 seconds
Ingested app: 'ai robot keyboard' (row 5206) in  0.0625 seconds
Ingested app: 'Camera ZOOM FX - FREE' (row 2893) in  0.0469 seconds
Ingested app: 'AE 3D Moto 3' (row 5018) in  0.0469 seconds
Ingested app: 'DB Tools' (row 8214) in  0.0469 seconds
Ingested app: 'Mini Golf King - Multiplayer Game' (row 1793) in  0.0469 seconds
Ingested app: 'foodpanda - Local Food Delivery' (row 1254) in  0.0468 seconds
Ingested app: 'CJ IT ApS' (row 7447) in  0.0519 seconds
Ingested app: 'Graphing Calculator' (row 3304) in  0.0519 seconds
Ingested app: 'Super Dancer VN' (row 5679) in  0.0524 seconds
Ingested app: 'Smart Launcher 5' (row 3437) in  0.0524 seconds
Ingested app: 'Photo Mixer' (row 2863) in  0.2213 seconds
Ingested app: 'F-Secure AV Test' (row 4121) in  0.2052 seconds
Ingested app: 'Word Link' (row 1799) in  0.2408 seconds
Ingested app: "I'm Ping Pong King :)" (row 4236) in  0.2615 seconds
Ingested app: 'Coloring Book at Five Nights' (row 5628) in  0.2247 seconds
Ingested app: 'Freeletics: Personal Trainer & Fitness Workouts' (row 1311) in  0.2615 seconds
Ingested app: 'DK Live - Sports Play by Play' (row 8477) in  0.0482 seconds
Ingested app: 'Modern Counter Global Strike 3D V2' (row 10789) in  0.0327 seconds
Ingested app: 'BZ Conferencing' (row 7043) in  0.0482 seconds
Ingested app: 'cluster.dk' (row 8499) in  0.0482 seconds
Ingested app: 'AQ Dentals' (row 5511) in  0.0482 seconds
Ingested app: 'Destroy Gunners \u03a3' (row 8378) in  0.0482 seconds
Ingested app: 'Weight Loss Running by Verv' (row 1318) in  0.0468 seconds
Ingested app: 'slither.io' (row 1757) in  0.0469 seconds
Ingested app: 'IHG\xae: Hotel Deals & Rewards' (row 3208) in  0.0469 seconds
Ingested app: 'KIM KARDASHIAN: HOLLYWOOD' (row 4285) in  0.0469 seconds
Ingested app: 'BK Gold App' (row 6398) in  0.0469 seconds
Ingested app: 'Real Tractor Farming' (row 50) in  0.0469 seconds
Ingested app: 'Fashion in Vogue' (row 1604) in  0.0529 seconds
Ingested app: 'Siren Ringtones' (row 8190) in  0.0372 seconds
Ingested app: 'Polaris Office - Word, Docs, Sheets, Slide, PDF' (row 3529) in  0.0372 seconds
Ingested app: 'ESPN Fantasy Sports' (row 3045) in  0.0372 seconds
Ingested app: 'EO Bijbel Open' (row 9661) in  0.053 seconds
Ingested app: 'Battery Calibration' (row 8179) in  0.057 seconds
Ingested app: 'imo free video calls and chat' (row 383) in  0.0437 seconds
Ingested app: 'Yaoi Ooku: Distorted Love' (row 6403) in  0.0437 seconds
Ingested app: 'Match\u2122 Dating - Meet Singles' (row 484) in  0.0593 seconds
Ingested app: 'TI-84 CE Graphing Calculator Manual TI 84' (row 7204) in  0.0435 seconds
Ingested app: 'Chess Free' (row 9641) in  0.0395 seconds
Ingested app: '360 Security - Free Antivirus, Booster, Cleaner' (row 4568) in  0.0395 seconds
Ingested app: 'tTorrent - ad free' (row 4951) in  0.0469 seconds
Ingested app: 'Virtual Eye AI' (row 5203) in  0.0469 seconds
Ingested app: 'NYTimes - Latest News' (row 3814) in  0.0625 seconds
